OMRKK;ALDER;TID;INDHOLD
Brønshøj-Husum - Bellahøj;0-4 år;1979;55
Brønshøj-Husum - Bellahøj;0-4 år;1980;41
Brønshøj-Husum - Bellahøj;0-4 år;1981;36
Brønshøj-Husum - Bellahøj;0-4 år;1982;43
Brønshøj-Husum - Bellahøj;0-4 år;1983;36
Brønshøj-Husum - Bellahøj;0-4 år;1984;48
Brønshøj-Husum - Bellahøj;0-4 år;1985;63
Brønshøj-Husum - Bellahøj;0-4 år;1986;61
Brønshøj-Husum - Bellahøj;0-4 år;1987;61
Brønshøj-Husum - Bellahøj;0-4 år;1988;58
Brønshøj-Husum - Bellahøj;0-4 år;1989;65
Brønshøj-Husum - Bellahøj;0-4 år;1990;67
Brønshøj-Husum - Bellahøj;0-4 år;1991;91
Brønshøj-Husum - Bellahøj;0-4 år;1992;97
Brønshøj-Husum - Bellahøj;0-4 år;1993;105
Brønshøj-Husum - Bellahøj;0-4 år;1994;131
Brønshøj-Husum - Bellahøj;0-4 år;1995;157
Brønshøj-Husum - Bellahøj;0-4 år;1996;173
Brønshøj-Husum - Bellahøj;0-4 år;1997;190
Brønshøj-Husum - Bellahøj;0-4 år;1998;208
Brønshøj-Husum - Bellahøj;0-4 år;1999;196
Brønshøj-Husum - Bellahøj;0-4 år;2000;184
Brønshøj-Husum - Bellahøj;0-4 år;2001;222
Brønshøj-Husum - Bellahøj;0-4 år;2002;230
Brønshøj-Husum - Bellahøj;0-4 år;2003;207
Brønshøj-Husum - Bellahøj;0-4 år;2004;236
Brønshøj-Husum - Bellahøj;0-4 år;2005;241
Brønshøj-Husum - Bellahøj;0-4 år;2006;230
Brønshøj-Husum - Bellahøj;0-4 år;2007;221
Brønshøj-Husum - Bellahøj;0-4 år;2008;208
Brønshøj-Husum - Bellahøj;0-4 år;2009;212
Brønshøj-Husum - Bellahøj;0-4 år;2010;214
Brønshøj-Husum - Bellahøj;0-4 år;2011;236
Brønshøj-Husum - Bellahøj;0-4 år;2012;259
Brønshøj-Husum - Bellahøj;0-4 år;2013;310
Brønshøj-Husum - Bellahøj;0-4 år;2014;294
Brønshøj-Husum - Bellahøj;0-4 år;2015;320
Brønshøj-Husum - Bellahøj;0-4 år;2016;283
Brønshøj-Husum - Bellahøj;0-4 år;2017;297
Brønshøj-Husum - Bellahøj;0-4 år;2018;304
Brønshøj-Husum - Bellahøj;0-4 år;2019;314
Brønshøj-Husum - Bellahøj;0-4 år;2020;323
Brønshøj-Husum - Bellahøj;0-4 år;2021;326
Brønshøj-Husum - Bellahøj;0-4 år;2022;314
Brønshøj-Husum - Bellahøj;0-4 år;2023;294
Brønshøj-Husum - Bellahøj;0-4 år;2024;255
Brønshøj-Husum - Bellahøj;0-4 år;2025;229
Bispebjerg - Emdrup;0-4 år;1977;136
Bispebjerg - Emdrup;0-4 år;1978;139
Bispebjerg - Emdrup;0-4 år;1979;135
Bispebjerg - Emdrup;0-4 år;1980;134
Bispebjerg - Emdrup;0-4 år;1981;127
Bispebjerg - Emdrup;0-4 år;1982;118
Bispebjerg - Emdrup;0-4 år;1983;118
Bispebjerg - Emdrup;0-4 år;1984;111
Bispebjerg - Emdrup;0-4 år;1985;103
Bispebjerg - Emdrup;0-4 år;1986;117
Bispebjerg - Emdrup;0-4 år;1987;122
Bispebjerg - Emdrup;0-4 år;1988;135
Bispebjerg - Emdrup;0-4 år;1989;138
Bispebjerg - Emdrup;0-4 år;1990;147
Bispebjerg - Emdrup;0-4 år;1991;166
Bispebjerg - Emdrup;0-4 år;1992;167
Bispebjerg - Emdrup;0-4 år;1993;188
Bispebjerg - Emdrup;0-4 år;1994;182
Bispebjerg - Emdrup;0-4 år;1995;175
Bispebjerg - Emdrup;0-4 år;1996;179
Bispebjerg - Emdrup;0-4 år;1997;193
Bispebjerg - Emdrup;0-4 år;1998;186
Bispebjerg - Emdrup;0-4 år;1999;195
Bispebjerg - Emdrup;0-4 år;2000;191
Bispebjerg - Emdrup;0-4 år;2001;187
Bispebjerg - Emdrup;0-4 år;2002;185
Bispebjerg - Emdrup;0-4 år;2003;188
Bispebjerg - Emdrup;0-4 år;2004;189
Bispebjerg - Emdrup;0-4 år;2005;212
Bispebjerg - Emdrup;0-4 år;2006;183
Bispebjerg - Emdrup;0-4 år;2007;191
Bispebjerg - Emdrup;0-4 år;2008;180
Bispebjerg - Emdrup;0-4 år;2009;194
Bispebjerg - Emdrup;0-4 år;2010;196
Bispebjerg - Emdrup;0-4 år;2011;204
Bispebjerg - Emdrup;0-4 år;2012;206
Bispebjerg - Emdrup;0-4 år;2013;203
Bispebjerg - Emdrup;0-4 år;2014;218
Bispebjerg - Emdrup;0-4 år;2015;242
Bispebjerg - Emdrup;0-4 år;2016;240
Bispebjerg - Emdrup;0-4 år;2017;240
Bispebjerg - Emdrup;0-4 år;2018;236
Bispebjerg - Emdrup;0-4 år;2019;217
Bispebjerg - Emdrup;0-4 år;2020;213
Bispebjerg - Emdrup;0-4 år;2021;238
Bispebjerg - Emdrup;0-4 år;2022;219
Bispebjerg - Emdrup;0-4 år;2023;213
Bispebjerg - Emdrup;0-4 år;2024;209
Bispebjerg - Emdrup;0-4 år;2025;195
Bispebjerg- Ryparken-Lundehus;0-4 år;1977;93
Bispebjerg- Ryparken-Lundehus;0-4 år;1978;79
Bispebjerg- Ryparken-Lundehus;0-4 år;1979;77
Bispebjerg- Ryparken-Lundehus;0-4 år;1980;83
Bispebjerg- Ryparken-Lundehus;0-4 år;1981;99
Bispebjerg- Ryparken-Lundehus;0-4 år;1982;91
Bispebjerg- Ryparken-Lundehus;0-4 år;1983;148
Bispebjerg- Ryparken-Lundehus;0-4 år;1984;158
Bispebjerg- Ryparken-Lundehus;0-4 år;1985;153
Bispebjerg- Ryparken-Lundehus;0-4 år;1986;144
Bispebjerg- Ryparken-Lundehus;0-4 år;1987;136
Bispebjerg- Ryparken-Lundehus;0-4 år;1988;145
Bispebjerg- Ryparken-Lundehus;0-4 år;1989;137
Bispebjerg- Ryparken-Lundehus;0-4 år;1990;157
Bispebjerg- Ryparken-Lundehus;0-4 år;1991;182
Bispebjerg- Ryparken-Lundehus;0-4 år;1992;193
Bispebjerg- Ryparken-Lundehus;0-4 år;1993;221
Bispebjerg- Ryparken-Lundehus;0-4 år;1994;214
Bispebjerg- Ryparken-Lundehus;0-4 år;1995;227
Bispebjerg- Ryparken-Lundehus;0-4 år;1996;232
Bispebjerg- Ryparken-Lundehus;0-4 år;1997;244
Bispebjerg- Ryparken-Lundehus;0-4 år;1998;256
Bispebjerg- Ryparken-Lundehus;0-4 år;1999;252
Bispebjerg- Ryparken-Lundehus;0-4 år;2000;258
Bispebjerg- Ryparken-Lundehus;0-4 år;2001;261
Bispebjerg- Ryparken-Lundehus;0-4 år;2002;270
Bispebjerg- Ryparken-Lundehus;0-4 år;2003;271
Bispebjerg- Ryparken-Lundehus;0-4 år;2004;299
Bispebjerg- Ryparken-Lundehus;0-4 år;2005;291
Bispebjerg- Ryparken-Lundehus;0-4 år;2006;291
Bispebjerg- Ryparken-Lundehus;0-4 år;2007;298
Bispebjerg- Ryparken-Lundehus;0-4 år;2008;305
Bispebjerg- Ryparken-Lundehus;0-4 år;2009;321
Bispebjerg- Ryparken-Lundehus;0-4 år;2010;311
Bispebjerg- Ryparken-Lundehus;0-4 år;2011;328
Bispebjerg- Ryparken-Lundehus;0-4 år;2012;358
Bispebjerg- Ryparken-Lundehus;0-4 år;2013;367
Bispebjerg- Ryparken-Lundehus;0-4 år;2014;326
Bispebjerg- Ryparken-Lundehus;0-4 år;2015;328
Bispebjerg- Ryparken-Lundehus;0-4 år;2016;335
Bispebjerg- Ryparken-Lundehus;0-4 år;2017;336
Bispebjerg- Ryparken-Lundehus;0-4 år;2018;331
Bispebjerg- Ryparken-Lundehus;0-4 år;2019;335
Bispebjerg- Ryparken-Lundehus;0-4 år;2020;329
Bispebjerg- Ryparken-Lundehus;0-4 år;2021;326
Bispebjerg- Ryparken-Lundehus;0-4 år;2022;354
Bispebjerg- Ryparken-Lundehus;0-4 år;2023;334
Bispebjerg- Ryparken-Lundehus;0-4 år;2024;337
Bispebjerg- Ryparken-Lundehus;0-4 år;2025;341
Bispebjerg - Bispebjerg;0-4 år;1977;231
Bispebjerg - Bispebjerg;0-4 år;1978;221
Bispebjerg - Bispebjerg;0-4 år;1979;215
Bispebjerg - Bispebjerg;0-4 år;1980;203
Bispebjerg - Bispebjerg;0-4 år;1981;209
Bispebjerg - Bispebjerg;0-4 år;1982;200
Bispebjerg - Bispebjerg;0-4 år;1983;193
Bispebjerg - Bispebjerg;0-4 år;1984;209
Bispebjerg - Bispebjerg;0-4 år;1985;215
Bispebjerg - Bispebjerg;0-4 år;1986;224
Bispebjerg - Bispebjerg;0-4 år;1987;207
Bispebjerg - Bispebjerg;0-4 år;1988;209
Bispebjerg - Bispebjerg;0-4 år;1989;201
Bispebjerg - Bispebjerg;0-4 år;1990;203
Bispebjerg - Bispebjerg;0-4 år;1991;182
Bispebjerg - Bispebjerg;0-4 år;1992;197
Bispebjerg - Bispebjerg;0-4 år;1993;211
Bispebjerg - Bispebjerg;0-4 år;1994;248
Bispebjerg - Bispebjerg;0-4 år;1995;253
Bispebjerg - Bispebjerg;0-4 år;1996;250
Bispebjerg - Bispebjerg;0-4 år;1997;252
Bispebjerg - Bispebjerg;0-4 år;1998;259
Bispebjerg - Bispebjerg;0-4 år;1999;262
Bispebjerg - Bispebjerg;0-4 år;2000;253
Bispebjerg - Bispebjerg;0-4 år;2001;297
Bispebjerg - Bispebjerg;0-4 år;2002;320
Bispebjerg - Bispebjerg;0-4 år;2003;303
Bispebjerg - Bispebjerg;0-4 år;2004;315
Bispebjerg - Bispebjerg;0-4 år;2005;282
Bispebjerg - Bispebjerg;0-4 år;2006;285
Bispebjerg - Bispebjerg;0-4 år;2007;282
Bispebjerg - Bispebjerg;0-4 år;2008;290
Bispebjerg - Bispebjerg;0-4 år;2009;314
Bispebjerg - Bispebjerg;0-4 år;2010;354
Bispebjerg - Bispebjerg;0-4 år;2011;365
Bispebjerg - Bispebjerg;0-4 år;2012;392
Bispebjerg - Bispebjerg;0-4 år;2013;426
Bispebjerg - Bispebjerg;0-4 år;2014;452
Bispebjerg - Bispebjerg;0-4 år;2015;456
Bispebjerg - Bispebjerg;0-4 år;2016;459
Bispebjerg - Bispebjerg;0-4 år;2017;435
Bispebjerg - Bispebjerg;0-4 år;2018;428
Bispebjerg - Bispebjerg;0-4 år;2019;408
Bispebjerg - Bispebjerg;0-4 år;2020;392
Bispebjerg - Bispebjerg;0-4 år;2021;351
Bispebjerg - Bispebjerg;0-4 år;2022;336
Bispebjerg - Bispebjerg;0-4 år;2023;305
Bispebjerg - Bispebjerg;0-4 år;2024;324
Bispebjerg - Bispebjerg;0-4 år;2025;309
Bispebjerg - Utterslev;0-4 år;1977;187
Bispebjerg - Utterslev;0-4 år;1978;179
Bispebjerg - Utterslev;0-4 år;1979;161
Bispebjerg - Utterslev;0-4 år;1980;145
Bispebjerg - Utterslev;0-4 år;1981;155
Bispebjerg - Utterslev;0-4 år;1982;176
Bispebjerg - Utterslev;0-4 år;1983;169
Bispebjerg - Utterslev;0-4 år;1984;167
Bispebjerg - Utterslev;0-4 år;1985;165
Bispebjerg - Utterslev;0-4 år;1986;151
Bispebjerg - Utterslev;0-4 år;1987;162
Bispebjerg - Utterslev;0-4 år;1988;177
Bispebjerg - Utterslev;0-4 år;1989;194
Bispebjerg - Utterslev;0-4 år;1990;207
Bispebjerg - Utterslev;0-4 år;1991;197
Bispebjerg - Utterslev;0-4 år;1992;204
Bispebjerg - Utterslev;0-4 år;1993;206
Bispebjerg - Utterslev;0-4 år;1994;234
Bispebjerg - Utterslev;0-4 år;1995;268
Bispebjerg - Utterslev;0-4 år;1996;371
Bispebjerg - Utterslev;0-4 år;1997;399
Bispebjerg - Utterslev;0-4 år;1998;439
Bispebjerg - Utterslev;0-4 år;1999;443
Bispebjerg - Utterslev;0-4 år;2000;460
Bispebjerg - Utterslev;0-4 år;2001;460
Bispebjerg - Utterslev;0-4 år;2002;450
Bispebjerg - Utterslev;0-4 år;2003;436
Bispebjerg - Utterslev;0-4 år;2004;424
Bispebjerg - Utterslev;0-4 år;2005;406
Bispebjerg - Utterslev;0-4 år;2006;394
Bispebjerg - Utterslev;0-4 år;2007;353
Bispebjerg - Utterslev;0-4 år;2008;358
Bispebjerg - Utterslev;0-4 år;2009;352
Bispebjerg - Utterslev;0-4 år;2010;355
Bispebjerg - Utterslev;0-4 år;2011;359
Bispebjerg - Utterslev;0-4 år;2012;370
Bispebjerg - Utterslev;0-4 år;2013;420
Bispebjerg - Utterslev;0-4 år;2014;417
Bispebjerg - Utterslev;0-4 år;2015;440
Bispebjerg - Utterslev;0-4 år;2016;432
Bispebjerg - Utterslev;0-4 år;2017;451
Bispebjerg - Utterslev;0-4 år;2018;443
Bispebjerg - Utterslev;0-4 år;2019;429
Bispebjerg - Utterslev;0-4 år;2020;423
Bispebjerg - Utterslev;0-4 år;2021;406
Bispebjerg - Utterslev;0-4 år;2022;394
Bispebjerg - Utterslev;0-4 år;2023;374
Bispebjerg - Utterslev;0-4 år;2024;369
Bispebjerg - Utterslev;0-4 år;2025;345
Bispebjerg - Nordvest;0-4 år;1977;871
Bispebjerg - Nordvest;0-4 år;1978;801
Bispebjerg - Nordvest;0-4 år;1979;809
Bispebjerg - Nordvest;0-4 år;1980;786
Bispebjerg - Nordvest;0-4 år;1981;756
Bispebjerg - Nordvest;0-4 år;1982;707
Bispebjerg - Nordvest;0-4 år;1983;713
Bispebjerg - Nordvest;0-4 år;1984;714
Bispebjerg - Nordvest;0-4 år;1985;703
Bispebjerg - Nordvest;0-4 år;1986;707
Bispebjerg - Nordvest;0-4 år;1987;688
Bispebjerg - Nordvest;0-4 år;1988;706
Bispebjerg - Nordvest;0-4 år;1989;731
Bispebjerg - Nordvest;0-4 år;1990;804
Bispebjerg - Nordvest;0-4 år;1991;907
Bispebjerg - Nordvest;0-4 år;1992;972
Bispebjerg - Nordvest;0-4 år;1993;1007
Bispebjerg - Nordvest;0-4 år;1994;1026
Bispebjerg - Nordvest;0-4 år;1995;1068
Bispebjerg - Nordvest;0-4 år;1996;1127
Bispebjerg - Nordvest;0-4 år;1997;1167
Bispebjerg - Nordvest;0-4 år;1998;1162
Bispebjerg - Nordvest;0-4 år;1999;1201
Bispebjerg - Nordvest;0-4 år;2000;1255
Bispebjerg - Nordvest;0-4 år;2001;1291
Bispebjerg - Nordvest;0-4 år;2002;1409
Bispebjerg - Nordvest;0-4 år;2003;1416
Bispebjerg - Nordvest;0-4 år;2004;1449
Bispebjerg - Nordvest;0-4 år;2005;1418
Bispebjerg - Nordvest;0-4 år;2006;1363
Bispebjerg - Nordvest;0-4 år;2007;1354
Bispebjerg - Nordvest;0-4 år;2008;1423
Bispebjerg - Nordvest;0-4 år;2009;1534
Bispebjerg - Nordvest;0-4 år;2010;1644
Bispebjerg - Nordvest;0-4 år;2011;1722
Bispebjerg - Nordvest;0-4 år;2012;1777
Bispebjerg - Nordvest;0-4 år;2013;1837
Bispebjerg - Nordvest;0-4 år;2014;1801
Bispebjerg - Nordvest;0-4 år;2015;1821
Bispebjerg - Nordvest;0-4 år;2016;1751
Bispebjerg - Nordvest;0-4 år;2017;1818
Bispebjerg - Nordvest;0-4 år;2018;1904
Bispebjerg - Nordvest;0-4 år;2019;1991
Bispebjerg - Nordvest;0-4 år;2020;2042
Bispebjerg - Nordvest;0-4 år;2021;1983
Bispebjerg - Nordvest;0-4 år;2022;1921
Bispebjerg - Nordvest;0-4 år;2023;1882
Bispebjerg - Nordvest;0-4 år;2024;1855
Bispebjerg - Nordvest;0-4 år;2025;1883
Amager Øst - Amagerbro Øst;0-4 år;1977;1063
Amager Øst - Amagerbro Øst;0-4 år;1978;1020
Amager Øst - Amagerbro Øst;0-4 år;1979;960
Amager Øst - Amagerbro Øst;0-4 år;1980;1003
Amager Øst - Amagerbro Øst;0-4 år;1981;966
Amager Øst - Amagerbro Øst;0-4 år;1982;948
Amager Øst - Amagerbro Øst;0-4 år;1983;893
Amager Øst - Amagerbro Øst;0-4 år;1984;859
Amager Øst - Amagerbro Øst;0-4 år;1985;881
Amager Øst - Amagerbro Øst;0-4 år;1986;851
Amager Øst - Amagerbro Øst;0-4 år;1987;856
Amager Øst - Amagerbro Øst;0-4 år;1988;879
Amager Øst - Amagerbro Øst;0-4 år;1989;888
Amager Øst - Amagerbro Øst;0-4 år;1990;972
Amager Øst - Amagerbro Øst;0-4 år;1991;1010
Amager Øst - Amagerbro Øst;0-4 år;1992;1120
Amager Øst - Amagerbro Øst;0-4 år;1993;1226
Amager Øst - Amagerbro Øst;0-4 år;1994;1300
Amager Øst - Amagerbro Øst;0-4 år;1995;1322
Amager Øst - Amagerbro Øst;0-4 år;1996;1348
Amager Øst - Amagerbro Øst;0-4 år;1997;1341
Amager Øst - Amagerbro Øst;0-4 år;1998;1323
Amager Øst - Amagerbro Øst;0-4 år;1999;1336
Amager Øst - Amagerbro Øst;0-4 år;2000;1383
Amager Øst - Amagerbro Øst;0-4 år;2001;1429
Amager Øst - Amagerbro Øst;0-4 år;2002;1398
Amager Øst - Amagerbro Øst;0-4 år;2003;1352
Amager Øst - Amagerbro Øst;0-4 år;2004;1327
Amager Øst - Amagerbro Øst;0-4 år;2005;1284
Amager Øst - Amagerbro Øst;0-4 år;2006;1257
Amager Øst - Amagerbro Øst;0-4 år;2007;1280
Amager Øst - Amagerbro Øst;0-4 år;2008;1287
Amager Øst - Amagerbro Øst;0-4 år;2009;1335
Amager Øst - Amagerbro Øst;0-4 år;2010;1361
Amager Øst - Amagerbro Øst;0-4 år;2011;1424
Amager Øst - Amagerbro Øst;0-4 år;2012;1387
Amager Øst - Amagerbro Øst;0-4 år;2013;1416
Amager Øst - Amagerbro Øst;0-4 år;2014;1370
Amager Øst - Amagerbro Øst;0-4 år;2015;1344
Amager Øst - Amagerbro Øst;0-4 år;2016;1343
Amager Øst - Amagerbro Øst;0-4 år;2017;1359
Amager Øst - Amagerbro Øst;0-4 år;2018;1307
Amager Øst - Amagerbro Øst;0-4 år;2019;1310
Amager Øst - Amagerbro Øst;0-4 år;2020;1355
Amager Øst - Amagerbro Øst;0-4 år;2021;1332
Amager Øst - Amagerbro Øst;0-4 år;2022;1242
Amager Øst - Amagerbro Øst;0-4 år;2023;1261
Amager Øst - Amagerbro Øst;0-4 år;2024;1252
Amager Øst - Amagerbro Øst;0-4 år;2025;1232
Amager Øst - Sundbyøster;0-4 år;1977;518
Amager Øst - Sundbyøster;0-4 år;1978;467
Amager Øst - Sundbyøster;0-4 år;1979;429
Amager Øst - Sundbyøster;0-4 år;1980;457
Amager Øst - Sundbyøster;0-4 år;1981;452
Amager Øst - Sundbyøster;0-4 år;1982;441
Amager Øst - Sundbyøster;0-4 år;1983;447
Amager Øst - Sundbyøster;0-4 år;1984;417
Amager Øst - Sundbyøster;0-4 år;1985;379
Amager Øst - Sundbyøster;0-4 år;1986;377
Amager Øst - Sundbyøster;0-4 år;1987;382
Amager Øst - Sundbyøster;0-4 år;1988;400
Amager Øst - Sundbyøster;0-4 år;1989;447
Amager Øst - Sundbyøster;0-4 år;1990;457
Amager Øst - Sundbyøster;0-4 år;1991;488
Amager Øst - Sundbyøster;0-4 år;1992;523
Amager Øst - Sundbyøster;0-4 år;1993;542
Amager Øst - Sundbyøster;0-4 år;1994;573
Amager Øst - Sundbyøster;0-4 år;1995;584
Amager Øst - Sundbyøster;0-4 år;1996;625
Amager Øst - Sundbyøster;0-4 år;1997;618
Amager Øst - Sundbyøster;0-4 år;1998;596
Amager Øst - Sundbyøster;0-4 år;1999;602
Amager Øst - Sundbyøster;0-4 år;2000;645
Amager Øst - Sundbyøster;0-4 år;2001;666
Amager Øst - Sundbyøster;0-4 år;2002;684
Amager Øst - Sundbyøster;0-4 år;2003;739
Amager Øst - Sundbyøster;0-4 år;2004;774
Amager Øst - Sundbyøster;0-4 år;2005;781
Amager Øst - Sundbyøster;0-4 år;2006;764
Amager Øst - Sundbyøster;0-4 år;2007;782
Amager Øst - Sundbyøster;0-4 år;2008;739
Amager Øst - Sundbyøster;0-4 år;2009;762
Amager Øst - Sundbyøster;0-4 år;2010;819
Amager Øst - Sundbyøster;0-4 år;2011;870
Amager Øst - Sundbyøster;0-4 år;2012;866
Amager Øst - Sundbyøster;0-4 år;2013;893
Amager Øst - Sundbyøster;0-4 år;2014;836
Amager Øst - Sundbyøster;0-4 år;2015;827
Amager Øst - Sundbyøster;0-4 år;2016;742
Amager Øst - Sundbyøster;0-4 år;2017;763
Amager Øst - Sundbyøster;0-4 år;2018;797
Amager Øst - Sundbyøster;0-4 år;2019;796
Amager Øst - Sundbyøster;0-4 år;2020;828
Amager Øst - Sundbyøster;0-4 år;2021;788
Amager Øst - Sundbyøster;0-4 år;2022;789
Amager Øst - Sundbyøster;0-4 år;2023;725
Amager Øst - Sundbyøster;0-4 år;2024;725
Amager Øst - Sundbyøster;0-4 år;2025;746
Amager Øst - Villakvartererne;0-4 år;1977;654
Amager Øst - Villakvartererne;0-4 år;1978;580
Amager Øst - Villakvartererne;0-4 år;1979;589
Amager Øst - Villakvartererne;0-4 år;1980;550
Amager Øst - Villakvartererne;0-4 år;1981;531
Amager Øst - Villakvartererne;0-4 år;1982;507
Amager Øst - Villakvartererne;0-4 år;1983;511
Amager Øst - Villakvartererne;0-4 år;1984;493
Amager Øst - Villakvartererne;0-4 år;1985;485
Amager Øst - Villakvartererne;0-4 år;1986;462
Amager Øst - Villakvartererne;0-4 år;1987;452
Amager Øst - Villakvartererne;0-4 år;1988;511
Amager Øst - Villakvartererne;0-4 år;1989;528
Amager Øst - Villakvartererne;0-4 år;1990;572
Amager Øst - Villakvartererne;0-4 år;1991;631
Amager Øst - Villakvartererne;0-4 år;1992;683
Amager Øst - Villakvartererne;0-4 år;1993;723
Amager Øst - Villakvartererne;0-4 år;1994;757
Amager Øst - Villakvartererne;0-4 år;1995;763
Amager Øst - Villakvartererne;0-4 år;1996;766
Amager Øst - Villakvartererne;0-4 år;1997;767
Amager Øst - Villakvartererne;0-4 år;1998;765
Amager Øst - Villakvartererne;0-4 år;1999;783
Amager Øst - Villakvartererne;0-4 år;2000;785
Amager Øst - Villakvartererne;0-4 år;2001;769
Amager Øst - Villakvartererne;0-4 år;2002;790
Amager Øst - Villakvartererne;0-4 år;2003;792
Amager Øst - Villakvartererne;0-4 år;2004;812
Amager Øst - Villakvartererne;0-4 år;2005;802
Amager Øst - Villakvartererne;0-4 år;2006;776
Amager Øst - Villakvartererne;0-4 år;2007;778
Amager Øst - Villakvartererne;0-4 år;2008;796
Amager Øst - Villakvartererne;0-4 år;2009;825
Amager Øst - Villakvartererne;0-4 år;2010;875
Amager Øst - Villakvartererne;0-4 år;2011;945
Amager Øst - Villakvartererne;0-4 år;2012;973
Amager Øst - Villakvartererne;0-4 år;2013;964
Amager Øst - Villakvartererne;0-4 år;2014;953
Amager Øst - Villakvartererne;0-4 år;2015;964
Amager Øst - Villakvartererne;0-4 år;2016;929
Amager Øst - Villakvartererne;0-4 år;2017;923
Amager Øst - Villakvartererne;0-4 år;2018;918
Amager Øst - Villakvartererne;0-4 år;2019;894
Amager Øst - Villakvartererne;0-4 år;2020;919
Amager Øst - Villakvartererne;0-4 år;2021;834
Amager Øst - Villakvartererne;0-4 år;2022;822
Amager Øst - Villakvartererne;0-4 år;2023;796
Amager Øst - Villakvartererne;0-4 år;2024;763
Amager Øst - Villakvartererne;0-4 år;2025;766
Amager Øst - Nordøstamager;0-4 år;1977;74
Amager Øst - Nordøstamager;0-4 år;1978;79
Amager Øst - Nordøstamager;0-4 år;1979;60
Amager Øst - Nordøstamager;0-4 år;1980;56
Amager Øst - Nordøstamager;0-4 år;1981;55
Amager Øst - Nordøstamager;0-4 år;1982;59
Amager Øst - Nordøstamager;0-4 år;1983;63
Amager Øst - Nordøstamager;0-4 år;1984;61
Amager Øst - Nordøstamager;0-4 år;1985;60
Amager Øst - Nordøstamager;0-4 år;1986;60
Amager Øst - Nordøstamager;0-4 år;1987;60
Amager Øst - Nordøstamager;0-4 år;1988;58
Amager Øst - Nordøstamager;0-4 år;1989;59
Amager Øst - Nordøstamager;0-4 år;1990;61
Amager Øst - Nordøstamager;0-4 år;1991;35
Amager Øst - Nordøstamager;0-4 år;1992;37
Amager Øst - Nordøstamager;0-4 år;1993;32
Amager Øst - Nordøstamager;0-4 år;1994;26
Amager Øst - Nordøstamager;0-4 år;1995;26
Amager Øst - Nordøstamager;0-4 år;1996;24
Amager Øst - Nordøstamager;0-4 år;1997;24
Amager Øst - Nordøstamager;0-4 år;1998;33
Amager Øst - Nordøstamager;0-4 år;1999;41
Amager Øst - Nordøstamager;0-4 år;2000;42
Amager Øst - Nordøstamager;0-4 år;2001;38
Amager Øst - Nordøstamager;0-4 år;2002;41
Amager Øst - Nordøstamager;0-4 år;2003;36
Amager Øst - Nordøstamager;0-4 år;2004;34
Amager Øst - Nordøstamager;0-4 år;2005;48
Amager Øst - Nordøstamager;0-4 år;2006;65
Amager Øst - Nordøstamager;0-4 år;2007;98
Amager Øst - Nordøstamager;0-4 år;2008;133
Amager Øst - Nordøstamager;0-4 år;2009;158
Amager Øst - Nordøstamager;0-4 år;2010;175
Amager Øst - Nordøstamager;0-4 år;2011;179
Amager Øst - Nordøstamager;0-4 år;2012;193
Amager Øst - Nordøstamager;0-4 år;2013;193
Amager Øst - Nordøstamager;0-4 år;2014;232
Amager Øst - Nordøstamager;0-4 år;2015;355
Amager Øst - Nordøstamager;0-4 år;2016;367
Amager Øst - Nordøstamager;0-4 år;2017;396
Amager Øst - Nordøstamager;0-4 år;2018;497
Amager Øst - Nordøstamager;0-4 år;2019;609
Amager Øst - Nordøstamager;0-4 år;2020;620
Amager Øst - Nordøstamager;0-4 år;2021;702
Amager Øst - Nordøstamager;0-4 år;2022;768
Amager Øst - Nordøstamager;0-4 år;2023;763
Amager Øst - Nordøstamager;0-4 år;2024;764
Amager Øst - Nordøstamager;0-4 år;2025;766
Amager Vest - Amagerbro Vest;0-4 år;1977;314
Amager Vest - Amagerbro Vest;0-4 år;1978;305
Amager Vest - Amagerbro Vest;0-4 år;1979;300
Amager Vest - Amagerbro Vest;0-4 år;1980;253
Amager Vest - Amagerbro Vest;0-4 år;1981;218
Amager Vest - Amagerbro Vest;0-4 år;1982;230
Amager Vest - Amagerbro Vest;0-4 år;1983;222
Amager Vest - Amagerbro Vest;0-4 år;1984;206
Amager Vest - Amagerbro Vest;0-4 år;1985;229
Amager Vest - Amagerbro Vest;0-4 år;1986;218
Amager Vest - Amagerbro Vest;0-4 år;1987;193
Amager Vest - Amagerbro Vest;0-4 år;1988;172
Amager Vest - Amagerbro Vest;0-4 år;1989;195
Amager Vest - Amagerbro Vest;0-4 år;1990;188
Amager Vest - Amagerbro Vest;0-4 år;1991;210
Amager Vest - Amagerbro Vest;0-4 år;1992;240
Amager Vest - Amagerbro Vest;0-4 år;1993;273
Amager Vest - Amagerbro Vest;0-4 år;1994;277
Amager Vest - Amagerbro Vest;0-4 år;1995;286
Amager Vest - Amagerbro Vest;0-4 år;1996;307
Amager Vest - Amagerbro Vest;0-4 år;1997;314
Amager Vest - Amagerbro Vest;0-4 år;1998;312
Amager Vest - Amagerbro Vest;0-4 år;1999;344
Amager Vest - Amagerbro Vest;0-4 år;2000;355
Amager Vest - Amagerbro Vest;0-4 år;2001;382
Amager Vest - Amagerbro Vest;0-4 år;2002;383
Amager Vest - Amagerbro Vest;0-4 år;2003;393
Amager Vest - Amagerbro Vest;0-4 år;2004;384
Amager Vest - Amagerbro Vest;0-4 år;2005;356
