FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,fod_gns_10_18,taelle_dato,aar,link,ogc_fid,wkb_geometry
trafiktaelling_fodg.99,7103,Vimmelskaftet,Strøget øst for Skoubogade,46A,100,Øvrige tællinger,28566,33400,34600,,,,,,,33400,,20230913,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/BObWlyJhSD.pdf,99,POINT (12.573975817869965 55.67853738884678)
trafiktaelling_fodg.100,7105,Fiolstræde,nord for St. Kannikestræde,10,100,Øvrige tællinger,9000,10500,10900,,,,,,,10500,900,20100610,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rHj3Jlmty7.pdf,100,POINT (12.573194844108421 55.680303419316566)
trafiktaelling_fodg.101,7106,Kompagnistræde,nordøst for Knabrostræde,13,100,Øvrige tællinger,4714,5500,5700,,,,,,,5500,,20180927,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/plmgylAxtt.pdf,101,POINT (12.57591738139272 55.677339786620834)
trafiktaelling_fodg.102,7107,Blågårdsgade,nord for Baggesensgade,8,100,Øvrige tællinger,4477,5200,5400,,,,,,,5200,,20190627,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/yhy9bNmvtJ.pdf,102,POINT (12.55927649081516 55.687337947048356)
trafiktaelling_fodg.103,7108,Vanløse Torv,krydser Vanløse Torv,1,100,Øvrige tællinger,11904,13900,14400,,,,,,,13900,,20230531,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/DPkOUPToEy.pdf,103,POINT (12.490552744965347 55.68763557808004)
trafiktaelling_fodg.104,7109,Kay Fiskers Plads,FOD,,100,Øvrige tællinger,8804,10300,10700,,,,,,,10300,900,20100527,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ntuU5FpTQ0.pdf,104,POINT (12.579338497020528 55.629463658880894)
trafiktaelling_fodg.105,7110,Østerbrogade,nord for Rosenvængets Allé,68,100,Øvrige tællinger,8364,9800,10100,,,,,,,9800,869,20160615,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/eET56xtOuc.pdf,105,POINT (12.57815879135917 55.698917053386744)
trafiktaelling_fodg.106,7111,Østerbrogade,nord for Skt Jacobs Plads,110,100,Øvrige tællinger,6037,7100,7300,,,,,,,7100,593,20160615,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YGkan7L4fA.pdf,106,POINT (12.577466808605058 55.703650280596776)
trafiktaelling_fodg.107,7112,Østerbrogade,syd for Vordingborggade,146,100,Øvrige tællinger,3724,4400,4500,,,,,,,4400,359,20160615,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ALUWDFvgks.pdf,107,POINT (12.577513847593346 55.707811017371874)
trafiktaelling_fodg.108,7113,Østerbrogade,nord for Kildevældsgade,163,100,Øvrige tællinger,5426,6300,6600,,,,,,,6300,443,20160615,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/oU2wZNXhy7.pdf,108,POINT (12.57757505382701 55.71517950248815)
trafiktaelling_fodg.109,7114,Amagerbrogade,syd for Svinget,18,100,Øvrige tællinger,4129,4800,5000,,,,,,,4800,405,20160622,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YtBUAfcTLx.pdf,109,POINT (12.598409165334541 55.66656303918522)
trafiktaelling_fodg.110,7115,Amagerbrogade,Amagerbrogade - ved Brysselgade,68,100,Øvrige tællinger,5176,6100,6300,,,,,,,6100,514,20160622,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/q4yUtxxYio.pdf,110,POINT (12.60352097008283 55.661623799054034)
trafiktaelling_fodg.111,7116,Amagerbrogade,nord for Sundbyvester Plads,232 B,100,Øvrige tællinger,2240,2600,2700,,,,,,,2600,,20160622,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/B7LUfa05aN.pdf,111,POINT (12.613957356676451 55.64720633374013)
trafiktaelling_fodg.112,7117,Nørrebrogade,sydøst for Sjællandsgade,88,100,Øvrige tællinger,4908,5700,5900,,,,,,,5700,,20190627,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/4DKrWYP4ZL.pdf,112,POINT (12.552093087486769 55.69222644402958)
trafiktaelling_fodg.113,7118,Nørrebrogade,FOD,118,100,Øvrige tællinger,6569,7700,7900,,,,,,,7700,622,20160915,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/LYJUmMe266.pdf,113,POINT (12.549675416928945 55.69393447640266)
trafiktaelling_fodg.114,7119,Nørrebrogade,FOD,249,100,Øvrige tællinger,13544,15800,16400,,,,,,,15800,,20190727,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/WFGmGiDrpK.pdf,114,POINT (12.538605873199284 55.700575154720575)
